filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
6875468410612993286,0.33916146,1595.392876868724,1632.0977394182917,3102.4376502403848,0.08228742911735701,-149.07545,125.32818,-27.512377,35.345318,-8.632953,12.15651,-15.394815,12.109535,-10.414588,2.4420295,-3.7808647,-3.8832653,3.0062025,-11.741759,8.813644,-9.107718,2.8785076,-1.4242239,2.729966,1.1599635,0.003336541956106
6875528457388903681,0.39381695,1963.8501215488757,1561.5472835109322,3558.727349175347,0.1301194179205247,-168.49261,131.01013,-77.984474,54.12159,-21.14677,26.681702,-16.953222,3.5544505,-7.563316,10.086264,9.695248,-9.427604,11.453348,-8.4494,0.819998,-5.1071033,0.8557098,-3.3569214,3.5864036,-0.38764903,0.0001254333859102
6875621663564680450,0.30229214,1533.5935721403002,1563.0344439758956,3010.6434697690215,0.06878160854468598,-127.49506,134.28227,-43.99334,38.322865,-18.45165,10.9131365,-25.383757,-1.8877808,-21.226393,-12.49296,-9.542699,-12.872373,-7.9118023,-13.000934,-5.0185,-16.184679,-0.9620954,-16.902374,-3.4299777,-6.2716956,0.0008013375188175
6875639469563759873,0.3537996,1568.9662667677444,1839.3088290287444,3425.6122612514378,0.06099172018788344,-106.78285,139.3464,-27.24507,51.001514,-20.150717,33.19564,-17.554293,25.74046,-10.108128,13.330788,9.581029,-2.4371142,7.6245475,-10.905227,9.696216,-8.1933155,17.414991,3.429847,16.06105,9.703392,0.0001867243903128
6875651291343883522,0.42671612,1851.106068951361,1908.0310390926593,4094.1576944420262,0.0916683441417131,-95.0516,129.53676,-36.8346,50.66453,-28.861584,35.766552,-19.274063,11.507794,-9.652922,0.779476,-0.2753743,-6.1521235,6.12343,-10.802549,8.35058,-12.334578,2.5921662,-8.153154,-0.13683708,-1.5949794,0.0103438974612857
6875691073499352321,0.37564906,1971.840357517965,1817.479312426301,3966.980766811254,0.10565597440567484,-189.06512,110.69457,-17.60109,42.78581,-19.556023,19.780079,-11.626013,5.5830803,-8.120757,2.3466578,2.8939812,-2.2354302,4.8224773,-6.6371126,6.3493557,-8.722908,1.057469,-3.0822034,3.2373261,-1.4277071,0.0005073029572588
6875739742340762885,0.48253128,1075.5814642035498,1345.761106536739,2461.8037390867516,0.048637576219512195,-176.73909,142.70662,-19.834955,59.27746,20.15341,9.989721,9.42166,15.126598,0.7267609,7.2331614,13.0848875,-2.2850802,1.3132312,2.9461403,7.0473146,1.3688937,-2.183603,-4.550385,1.7520175,2.0379665,0.000832823609678
6875749962681044230,0.5295789,3241.3614545533496,2243.0866721003304,6115.827809422729,0.25850959606109325,-76.69654,90.83539,-59.793045,83.657265,-48.65942,43.588108,-33.791172,43.967373,-16.760513,12.434975,4.475006,-1.683615,16.472607,-15.329197,10.821456,-16.435675,15.246402,-16.588703,7.613212,0.67895716,0.0004745542429066
6875862825932180738,0.31076375,1666.4943255005062,1928.0852054581442,3825.245795815678,0.06961506283705701,-95.95008,134.65086,-23.140387,55.57879,-23.594309,38.373146,-19.158665,21.79637,-12.585768,10.350143,5.952758,1.509508,13.452597,-9.576117,14.242146,-9.445328,4.7166786,-2.8589656,7.581625,-2.7065578,0.0002402984353307
6875872124968439046,0.38885787,2310.125082120473,1778.1541022075423,4267.335265472732,0.16158156273425786,-231.68387,103.00258,-35.184525,31.843637,-28.180174,4.7903957,-24.494152,-3.9205773,-22.35644,1.0472577,-0.5140313,-11.11342,7.7061667,-9.997375,4.7783155,-4.404034,-3.5122244,-7.087155,-0.25855288,-10.576603,0.0002612817305709
6876007447883042050,0.28329018,1638.9843744724944,1880.186882256527,3690.7662648168102,0.062360811781609196,-66.647835,132.86615,-26.194855,50.41378,-22.84707,24.111185,-24.032845,11.244253,-17.576506,1.0225149,-7.604841,-6.473583,6.803216,-8.125138,10.147833,-14.37784,8.436193,-5.0380583,-0.23555635,-3.508849,9.116338929560824e-05
6876130849683770625,0.28992918,1124.4704715675716,1158.1871625971396,2301.876506399601,0.06338695769614362,-136.39445,137.47325,-30.680784,40.578953,-3.7468996,3.6929731,-5.1929393,-2.3892891,-4.5743923,-0.124686055,0.5693262,-6.393388,-4.2216463,-6.304935,-0.6815739,-6.9879184,-4.154919,-6.8652973,-4.1754475,-3.0919566,0.0002420958836819
6876145412105899265,0.4061652,1794.8357465242568,1749.5112648452218,3685.1160737016294,0.09680399535386966,-139.66316,121.16604,-47.304516,58.600304,-15.071665,32.80544,-16.259151,14.475532,-1.5216308,12.177878,0.6427138,2.5861523,3.1761668,-11.8434725,16.431906,-15.19329,8.985294,-1.2744416,0.8918618,6.4714956,0.0002543647121651
6876156631651077381,0.3813433,1723.4201867542272,1428.9668619347342,3291.4403415808715,0.11020348652139116,-185.4304,135.03741,-46.413433,37.255707,-25.47086,-13.179237,-6.4553976,-6.637322,-3.215622,7.4173,-5.3050876,-2.4675865,5.7299953,-5.6419497,7.85992,-7.143172,0.5714935,2.3343503,-2.1483324,0.45640078,0.0032764760142035
6876245387871587590,0.42858547,1406.83428175567,1690.222836594959,3100.694020589193,0.06641020598234953,-148.27737,143.47754,-11.529265,59.74055,-9.397605,30.76866,-8.925835,15.558643,-7.348063,19.901737,-5.2005763,-0.76029164,4.3031607,-23.150133,17.74183,-16.415457,-0.6756098,0.45808852,-2.026082,-1.5676955,0.0018418610535997
6876262384093236485,0.6021968,1822.3077884922784,2139.9382403928,4384.9698516263625,0.05268647820163488,-49.108192,115.62285,-16.512005,70.66945,-16.568052,40.96015,-22.98521,20.064367,-6.8326545,13.606975,2.7843835,4.227303,13.333258,-5.258196,14.532756,-7.043187,11.9459095,-5.400712,8.271946,-3.686024,0.000341139942022
6876318382703070465,0.2786316,1238.1127547096587,1533.7036758940862,2527.212018908167,0.04925050325920245,-127.9886,150.8241,-22.985697,48.096687,-18.558619,19.600452,-21.812788,9.104507,-11.896484,0.1327228,-4.1793027,-6.2023234,5.2563605,-5.7500496,4.107423,-16.652187,2.7872891,-10.065934,-0.1438248,1.7001746,0.0002956872576821
6876320502848261378,0.3848899,1821.5810004906332,1577.873787412213,3466.1527193509614,0.10610803816718996,-175.30472,97.16034,-43.21561,32.093094,-26.599247,-7.3829284,-27.036076,-10.371595,-10.427636,-11.930799,0.085162535,-9.993819,-1.8916937,-5.3970876,-0.1916753,-2.0932403,3.093748,2.8900356,1.0789354,-1.7647204,3.092261876871214e-05
6876369534018669825,0.39166552,1429.3522962930842,1582.2917095128905,2947.7537155151367,0.06406021118164062,-261.02228,127.5893,-7.4749866,38.37734,-19.700764,5.9579115,-25.857777,1.2740489,-6.021735,4.3268037,1.4707915,1.5283277,7.746299,-6.421476,7.685618,-1.7140609,7.0896173,-0.60726327,5.7270465,0.30977815,0.0001849286519565
6876374255974501633,0.27936402,1466.4268849313755,1506.4625685466108,2772.331470554158,0.07076767743644068,-274.19196,142.99294,-22.163094,36.791344,-16.899046,4.326284,-27.978384,-4.6382384,-15.242443,-3.749714,-9.068218,-14.300659,-4.3450975,-9.760667,7.772656,-14.692387,-8.293561,-8.71945,-4.579708,-10.000426,0.0203064091056267
6876417380151479553,0.33376125,1359.3706213205744,1404.6260492614263,2759.1623854899785,0.06786870314412485,-267.09036,130.46806,-19.639637,51.640343,12.461315,-0.4258718,1.0813048,2.602514,-2.981492,-5.9979873,-4.4632664,-4.3326926,-1.16807,-4.505202,-0.6466601,-1.7111171,-2.4820848,-7.3185325,-0.8433222,-1.1190246,0.0095697641483657
6876422232772578561,0.36322147,1706.7966416850006,1661.6887655864311,3237.269362728153,0.09237697905143805,-265.11603,100.77293,-22.302896,13.487864,-8.154319,-4.0566683,-20.650465,3.6205842,-15.908644,-0.020022772,-1.60014,-6.541858,-0.3572996,-8.758048,3.8701518,-9.521492,-0.6943555,-0.82996583,-0.20728184,-3.2829502,0.0007543250136502
6876512902929599745,0.38272396,1745.526190750383,1652.3863861216741,3667.4716291756467,0.08075348718869732,-167.67935,122.17555,-51.077816,51.52803,-26.427368,23.593264,-2.5024338,1.8470266,-3.4292722,12.524967,6.953012,4.043622,-0.44768018,-11.678268,7.1805997,-9.613929,7.054974,2.0601025,6.430234,0.72331387,0.003990143638402
6876603307708665093,0.4342193,1440.0790862535614,1389.3973126961287,2871.961388221154,0.07381095467032966,-132.70917,136.89928,-55.222603,11.175729,-28.170527,2.1581235,-21.221739,5.818553,-9.711488,-2.716686,-2.3683214,-9.37337,2.8841577,-8.69349,1.4598969,-7.0421376,0.8322642,-5.1074133,0.7656733,-1.0155928,0.0002295020629305
6876643374548438274,0.43358785,2467.463330600928,2009.4196645755212,4840.2145146075345,0.1604297897578534,-471.46506,70.17421,-29.683731,15.899723,-29.34443,-2.533115,-31.894444,-18.53067,-25.62865,-12.847596,-11.905739,-15.899939,-1.831313,-11.0829525,0.10394035,-11.533024,-2.4056342,-3.4962392,-3.7482724,-3.1175447,7.559192171104209e-05
6876645435625262338,0.3509258,1730.4494604117062,1573.1354471904656,3268.640850360577,0.08936147836538462,-141.41664,115.50559,-44.488777,28.1071,-29.080307,4.569838,-19.883509,1.0240045,-12.314377,-7.249076,-5.8703356,-9.240038,-2.5678458,-17.250702,1.4772092,-5.1116767,-4.6656795,-7.6993823,1.380129,-5.2273226,0.0001026605183338
6876674985746795778,0.460021,2452.8867981577414,2360.835820012083,5587.127605025561,0.14077917147647317,-179.26869,99.6655,-13.105599,34.50784,-17.702173,27.407263,-23.280645,23.969046,-14.10193,2.8485298,-5.832996,-4.9940906,2.3619208,-10.206817,8.909744,-12.471067,10.1217,-7.6779532,4.9526963,-5.1360655,0.0001021519204183
6876716527186382081,0.4591284,2413.9073967374434,2143.535405870442,5062.234777906921,0.12001458852569018,-19.549118,116.999054,-48.749783,79.59368,-37.860435,47.361683,-27.48519,23.387028,-14.511599,7.7140613,0.6244572,-5.0117993,10.293186,-10.217077,14.46314,-12.927143,12.247396,-7.348016,8.7514305,-0.77909297,9.216768900530804e-05
6876760427229957377,0.5165674,1884.8094536412032,1675.2918495778672,3744.55237179838,0.11736707804290718,-109.54398,133.90712,-16.420532,52.3939,-15.602491,30.607365,-12.232701,16.616024,-6.4073725,5.0990696,-0.31923792,-2.281635,6.300363,-9.154724,5.8732586,-9.237412,4.127573,-8.371471,1.0461832,-3.482179,0.0003291774278562
6876787355181665537,0.47934535,1108.8533169315674,1379.4192474915458,2147.5683834727793,0.05013301974090068,-320.31787,137.62915,14.856662,12.084981,5.3316674,14.367301,-0.4142854,5.2612343,2.9157906,3.3261447,2.184043,1.0497724,5.0589542,2.1463718,2.7898817,1.1250694,4.387486,0.0971251,2.070879,1.4324498,0.002222004977849
6876805952117558529,0.3442282,1920.2507024649717,1713.755207049022,3732.436178974442,0.10750886651803507,-211.05959,102.55824,-34.492283,42.1779,-18.187105,-1.9847109,-20.931427,1.5678949,-19.032652,-1.0994785,-10.959687,-6.32558,3.8851995,-15.631656,3.2775364,-9.208504,-3.5033221,-5.9726954,1.764439,-8.662927,0.0004730372917558
6876827705950752005,0.48401165,1734.6373877250612,1774.2362677243705,3507.111878607683,0.10309887539808917,-126.569115,148.13246,-45.567165,58.65068,-28.548012,31.340963,-18.4119,26.94772,-9.390914,7.7158675,6.814649,-4.281644,12.908906,-1.7769601,12.231808,-13.074694,8.600422,-7.0082045,2.409249,0.77289814,0.0155189638806374
6876835225989664002,0.4197429,1834.2603405625473,1789.6518748762635,3875.9294438935995,0.09123219963758206,-84.83678,134.30444,-51.841167,57.42392,-30.024677,29.594484,-12.562165,18.292435,-3.1040714,2.7108238,7.2737975,-0.9950555,8.024958,-10.735032,4.88753,-8.224131,3.8315184,-4.1192775,7.4514117,0.31546196,0.005976243283454
6876857501397159170,0.42649147,1666.4726673745024,1543.1746868924317,3084.4682173295455,0.0851469494047619,-203.56425,114.88978,-23.436878,40.343388,-14.612737,28.365496,-7.8597374,7.3288093,5.2892,3.0536637,3.2756183,1.2020626,8.923923,0.66577965,8.54495,0.6871385,7.0129113,2.392326,7.066733,-0.9596678,0.0002053254173243
6876860979787959554,0.47223976,1658.328511034864,1860.6181350641623,3794.4471379472175,0.06606548835026502,-191.12483,139.17596,-35.066135,61.258625,-23.690655,34.506603,-17.492592,18.969591,-3.739881,3.8394504,1.3018149,-5.3350296,9.673644,-7.1800327,6.0155888,-10.779572,2.7894683,-8.909333,3.2067134,-6.744473,0.0034535594945735
6876862444988402945,0.46703368,2494.583791398304,2143.088113059812,5184.884697094299,0.1422059652168616,-145.12456,95.69339,-46.613884,53.710968,-40.7069,41.036785,-20.017323,26.050848,-9.106318,9.050619,0.40892088,-3.2629695,12.090014,-13.066362,12.03671,-10.311614,11.590965,-4.742093,7.0214295,0.4673521,0.0001959341078854
6877036154982616321,0.40881655,1929.3418801465446,1894.2572264334074,4111.489788715544,0.09958245597243491,-67.91,122.8745,-39.694363,42.160408,-29.76905,35.557938,-25.00181,13.923078,-2.467239,14.660346,11.858466,-2.4564865,12.875713,-6.68807,8.937034,-8.978029,5.5683303,-4.947945,2.1182399,1.8016324,5.7036335592822206e-06
6877149710428245249,0.34420177,1703.5636502956106,1796.7525737998512,3676.6348209021226,0.08016498904986523,-55.918423,138.87029,-46.14923,57.08857,-24.809807,34.073307,-23.214434,16.188074,-9.299585,2.8103294,-2.9706964,-5.8385715,4.6829076,-11.358187,12.126961,-11.948899,5.226727,-5.776134,-0.097692445,-5.341278,6.340942524044667e-05
6877167604100910337,0.30916134,1687.6066167452873,1479.4254307377362,3164.642826203377,0.09823667464717742,-174.0026,126.60562,-40.541424,38.023697,-20.42913,-15.309572,-18.311228,-3.2738338,-19.759102,-7.79527,-7.1443644,-5.772555,1.1639,-12.074295,3.451075,-9.76926,-2.685493,-3.0331054,-5.0015316,-5.7512207,0.0005420091804645
6877178763474423041,0.4072928,2019.3594167211813,2059.2873540335663,4570.3174413769675,0.10118256301536732,-225.59904,121.77223,-30.925404,62.61915,-30.175741,37.117012,-22.166815,21.400013,-9.781497,2.428201,-0.25161946,-5.707032,7.5984316,-7.5287433,14.547844,-8.916563,9.031415,-5.048619,7.1458693,1.1162506,4.659837795576432e-05
6877179236386376961,0.32740912,1666.49908416815,1642.3280582628097,3255.6501129786425,0.0816495342607157,-186.97722,126.12335,-22.786716,42.981617,-13.1729145,14.5618105,-21.598276,11.731224,-15.000242,-5.710307,-3.8301933,-11.890109,0.7763392,-11.777641,0.23196001,-7.751302,3.4047723,-8.993387,3.153596,-0.9548242,0.0024685259733544
6877182502390353153,0.40355712,1453.7129586788228,1671.56085587981,3101.9074635525626,0.06537759054654811,-189.7863,131.29427,-5.2555914,54.44133,-4.9121804,19.377754,-13.046476,4.607803,-13.796634,1.4680386,0.04118877,-2.4471211,5.87416,-9.680742,8.767151,-6.3716817,1.6384213,-1.6151665,2.199248,-3.564369,0.0016698540448488
6877191692341054721,0.31047532,2056.6092057179408,1520.2323912988109,3710.562411221591,0.1344677051464161,-285.1626,90.42904,-58.55251,38.83352,-22.91099,-2.5333421,-16.299683,-24.454725,-17.254955,-1.7861061,-2.6814327,-8.03449,-0.5125161,-4.290005,3.2194717,-13.156078,-3.726157,-4.1019545,-7.4628325,1.9755832,0.0005134366566315
6877219156186500354,0.3214753,1458.7647863128004,1316.1746767260104,2560.1845189144738,0.08865608846334587,-259.1216,127.83735,-37.85523,9.840449,-26.613413,-4.594266,-12.590189,4.904974,-13.964994,-4.5376964,-7.6290464,-5.341961,4.14157,-7.4669886,3.123694,-12.127602,-2.0119548,-5.387691,-5.387532,-4.848876,0.0023354925045357
6877251331145370881,0.35147217,1976.5599101457806,1864.652120284566,4098.22998046875,0.10017438616071428,25.600433,135.43874,-58.193466,56.67128,-37.694775,35.29657,-18.163284,27.48529,-7.232789,9.409046,4.672118,-2.9586146,9.397402,-11.00482,8.846616,-11.506102,5.2031364,-9.185017,5.8022957,-7.849519,0.0001285903466966
6877301356101782785,0.33945417,1668.532195922047,1523.2789254213494,3121.8855436919985,0.09986578344273427,-156.58904,146.16843,-33.857494,35.484074,-21.017529,11.044472,-19.504185,3.871663,-13.010146,-4.7166057,8.620416,-4.660961,-4.445854,-10.966947,-1.6044065,-6.770265,5.5976896,-6.1941705,2.400571,-2.4741073,0.0001772786415058
6877337975030598917,0.34695145,1414.4046834060935,1486.3908632314456,2724.8579806891275,0.07167230122442654,-253.01193,142.37407,-8.868677,32.71826,-14.704939,4.2362375,-7.7174788,-1.1650524,-17.578585,6.7074924,4.0522757,-4.297217,9.268663,-4.2269936,7.8490534,-0.32194707,3.104646,-4.749033,1.2718858,0.47355485,0.0002518895088528
6877411003160694017,0.383647,1573.5712899032787,1701.799941526709,3421.91379660427,0.0753105339830858,-157.45564,135.08014,-23.276634,57.927494,-22.812141,19.871803,-6.0637765,2.2613285,-11.728268,-1.4282967,-1.6361846,-6.2090716,4.5932455,-10.523191,7.0724654,-6.924323,-1.7518971,-4.6070375,-1.746139,-5.366969,0.000108808227437
6877458289978821889,0.43335867,2580.705219699428,1713.9032879513118,4496.31115497987,0.20428579131518404,-289.88214,75.62494,-70.82828,44.087624,-17.334972,8.636089,-20.946568,16.536102,-0.76168334,2.1196756,8.340505,0.54488647,11.501516,-2.8331435,7.3490252,-2.407848,6.1035166,-0.35667643,6.747495,-0.45698622,0.0294954983222214
6877473712652799234,0.5135062,2830.811129088387,2203.9797910713514,5614.205267355103,0.1752084910250865,26.482086,95.5748,-63.016438,67.44404,-44.88842,51.467945,-30.689653,24.615515,-17.301674,8.547186,-0.56747633,-4.599299,10.769421,-15.792189,11.057174,-16.35621,10.458897,-10.711422,7.7046905,-2.2852457,0.0002344666094172
6877530962742217985,0.33309126,2511.573347741664,1974.9112298902444,4821.914769329763,0.16140660747712146,-141.27084,90.77272,-51.289005,41.99594,-40.681694,32.84284,-21.36422,15.74354,-9.59288,8.458997,6.8859878,-1.9668541,9.764422,-5.87033,11.147904,-9.789751,6.916873,-9.55672,0.54072577,-0.8963307,0.0107552262165031
6877606750900538626,0.46993622,1450.0265785733798,1825.0034536935636,3410.6978759765625,0.048966471354166666,-209.29546,121.05627,-8.719247,67.47459,-3.3465583,40.97113,-13.426258,21.498655,-3.054,4.3763256,4.280116,-5.417257,9.476633,-5.50215,8.979056,-8.240515,8.010607,-0.50429964,3.3600268,-0.57928413,0.0067625662752259
6877726677334510849,0.383086,1605.527991304618,1674.8476590712244,3226.9693059029337,0.08414596447841727,-178.7635,134.92114,-18.904753,39.99425,-2.9900885,23.597414,-17.840134,3.2409294,-10.911463,3.043579,1.8457981,-0.63866186,1.2744966,-12.137701,11.046337,-9.29603,0.40806085,-2.4963365,0.034292646,-2.56148,0.0002021345923743
6877747486451043590,0.38877556,2723.995015434529,1755.9349250143496,4605.2312744667925,0.18224364707073434,-167.22276,76.51331,-43.191994,63.876125,-27.093563,1.1034032,-25.48875,6.157521,-16.76751,-5.019558,-1.8902462,-1.1297708,2.0988615,-8.966559,9.581648,-14.0567045,0.8875082,-7.804351,-0.46226895,-6.4834557,0.0004942732210492
6877774951361875201,0.3778735,1701.002409609857,1962.2028341091718,3962.017614191229,0.06814436479048296,-130.98918,114.5806,-14.840041,63.998196,-12.271839,37.271206,-6.5778584,28.199945,-5.4612675,3.1305985,2.2355528,-6.6646314,4.861994,-17.36975,0.8405996,-12.174289,6.2986054,-1.162478,1.0476007,-4.9905834,0.0002561210420871
6877789463221947650,0.4062908,1940.8467764586278,1972.9775893760338,4178.871933730332,0.07866791411713286,-154.69814,119.20045,-11.556644,70.39215,-43.8834,32.03116,-24.288761,5.5152845,-12.949523,-1.0627685,-0.1188538,-6.9099374,10.700392,-3.714954,6.0636373,-7.437191,10.770982,-7.462264,9.85092,1.3823543,0.0025245282806744
6877796349459336450,0.26800445,1472.7917635025478,1585.1298404123982,2970.26182646714,0.07439262842945128,-109.289246,139.19891,-24.949978,45.69256,-17.119585,19.288082,-8.921796,14.18138,-2.2155008,6.8075004,8.4445505,-6.807479,0.5264137,-7.005572,1.6129885,-3.1945784,4.3951507,-5.795072,6.785001,-1.9310551,3.5106746907760364e-05
6877816601308073218,0.45999864,2187.3842162862366,1966.867326027052,4534.453006442503,0.1127841867131295,-253.64116,99.69443,-25.64542,31.569407,-17.679686,13.524328,-16.542995,15.394735,-6.896357,0.5074342,5.4068418,-1.157369,9.108968,-4.4073944,8.602669,-1.9088631,10.783105,4.0910926,6.5992284,4.283845,0.0010002657598346
6877869447999245569,0.39512298,1457.8876297190104,1836.5580414290903,3279.3550600564427,0.058588013950073424,-87.74446,139.05809,0.3373155,56.605614,-19.845156,48.67666,-17.052614,13.508604,-2.620049,-3.14879,7.043318,0.013064459,9.557546,-3.1437318,10.108082,-1.4632245,10.80338,-2.0020316,6.9709735,2.7361944,0.0013239959628333
6877981740690935041,0.3081301,2041.8636633760063,1748.8908703804675,3874.7593193297175,0.11902088724124203,-107.71392,104.96685,-52.42073,31.60181,-30.511816,0.3924343,-37.78008,6.1918964,-19.226297,3.1926265,-4.9338937,-21.252047,-4.564412,-15.780527,4.938544,-7.619205,3.8075135,-11.13763,-3.7793906,-8.055357,0.0
6878138606205029634,0.36559895,1857.031085259223,1833.8307820761786,3957.140174278846,0.08890743046016483,-129.34456,123.833534,-40.67199,44.276226,-31.844755,21.519201,-24.88121,2.993009,-13.324096,0.6485789,-2.7873561,-5.281446,4.0990562,-10.926373,9.194901,-8.8224125,5.7620044,-8.089747,-2.4576876,-4.531816,0.0135259827327174
6878165800902085890,0.33573645,1904.9423388868647,1671.7484786265427,3756.7606167158474,0.09898428429760062,-63.693233,107.661644,-49.64747,56.89267,-23.22414,25.401134,-27.97993,3.086919,-4.2165465,4.9880333,4.388647,-3.6364844,8.20802,-11.319793,4.289495,-5.65937,3.6972663,-6.0966816,-0.15457352,-4.3383236,1.4478124229325004e-05
6878231837710372098,0.37261584,1830.115106604917,1791.0316927795143,3863.427734375,0.09298270089285714,-21.827644,141.53908,-57.13516,63.303898,-36.357956,27.912561,-29.440784,17.577208,-5.5115128,8.926265,0.78445137,-6.6554294,7.1181173,-16.364431,5.6911383,-18.283686,2.4797661,-10.612313,-3.347983,-4.2351017,0.0001145154529526
6878254482698816770,0.3587648,1922.8401222861796,1793.5845449923363,3865.8269942434213,0.0991467927631579,-158.13896,119.52528,-52.13334,56.169556,-26.377638,30.407946,-18.8819,11.996996,-5.7706385,5.3300424,0.4416671,-5.5683064,8.25394,-9.820718,6.3644075,-10.0343685,7.863655,-3.6486733,4.0847363,0.096392855,8.649226348188759e-05
6878259877353966850,0.23275301,814.3566254309002,949.6380245506803,1252.3400007323246,0.048885386542680494,-315.56662,156.08182,34.824627,1.0148879,-19.293612,-5.735625,-15.759049,-17.960558,-11.736796,-7.8053675,-10.875351,-14.023762,-14.363888,-10.369892,-4.284571,-10.733825,-9.873634,-9.01284,-6.031217,-7.968208,0.0005760371188503
6878282456382835973,0.41509494,1690.109341051822,1618.1260687266392,3202.6437071619425,0.09570130982806692,-85.49317,144.2787,-37.769703,53.618122,-5.599714,22.236135,-28.781359,6.2811117,-9.821868,16.309671,-1.065617,-6.543076,14.982736,-9.261348,13.915089,-2.109382,-0.22684748,-7.3612857,6.6831384,-7.2881765,0.0003547590533924
6878300825932860674,0.32706103,1130.616767926598,1201.0371521056861,2016.6975465539383,0.06288349029680365,-190.92497,140.24995,-26.780336,3.0201135,-20.634476,-8.426612,-9.760431,3.0375512,-12.220115,-5.6081367,-6.38434,-4.0272245,3.8275647,-5.2738423,1.5569444,-11.043933,-2.3090246,-2.7395759,-4.737867,-2.5450633,0.000998137952488
